Name,Code,Category,Price,Change,Change%,52week,Volume,EPS,DPS,NTA,PE,DY,ROE,PTBV,MCap.(M),hyperlink
TAKAFUL,6139,"InsuranceFinancial Services, Main Market",3.210,-0.02,-0.6%,3.010-3.670,"1,321",44.11,18.5,2.59,7.28,5.76,17.03,1.24,2799.71,https://www.klsescreener.com/v2/stocks/view/6139/syarikat-takaful-malaysia-keluarga-berhad
CTOS,5301,"Digital ServicesTechnology, Main Market",0.645,-0.02,-3%,0.645-1.190,"62,959",4.58,2.7,0.27,14.09,4.19,16.96,2.39,1477.39,https://www.klsescreener.com/v2/stocks/view/5301/ctos-digital-berhad
VSTECS,5162,"Technology EquipmentTechnology, Main Market",4.770,-0.03,-0.6%,2.460-5.030,"6,031",27.27,10.8,1.61,17.49,2.26,16.94,2.96,1717.20,https://www.klsescreener.com/v2/stocks/view/5162/vstecs-berhad
FFB,5306,"Food & BeveragesConsumer Products & Services, Main Market",2.460,-0.03,-1.2%,1.600-3.030,"86,474",6.90,2,0.41,35.64,0.81,16.83,6.00,4635.53,https://www.klsescreener.com/v2/stocks/view/5306/farm-fresh-berhad
EDELTEQ,0278,"Technology EquipmentTechnology, Ace Market",0.350,0.005,1.4%,0.170-0.565,"13,281",2.33,0.2,0.14,15.04,0.57,16.62,2.50,205.03,https://www.klsescreener.com/v2/stocks/view/0278/edelteq-holdings-berhad
SDS,0212,"Food & BeveragesConsumer Products & Services, Main Market",0.450,-0.005,-1.1%,0.445-0.960,"7,002",5.15,0.75,0.31,8.74,1.67,16.61,1.45,245.78,https://www.klsescreener.com/v2/stocks/view/0212/sds-group-berhad
AGMO,0258,"SoftwareTechnology, Ace Market",0.305,0,0%,0.290-0.560,"1,043",2.83,1.5,0.171,10.78,4.92,16.58,1.79,99.13,https://www.klsescreener.com/v2/stocks/view/0258/agmo-holdings-berhad
SKBSHUT,7115,"Building MaterialsIndustrial Products & Services, Main Market",0.785,0,0%,0.595-1.020,"1,947",15.92,6.5,0.97,4.93,8.28,16.41,0.81,152.69,https://www.klsescreener.com/v2/stocks/view/7115/skb-shutters-corporation-berhad
GLXT,0284,"Industrial ServicesIndustrial Products & Services, Ace Market",0.200,0,0%,0.170-0.260,"1,880",2.46,1,0.15,8.15,5.00,16.37,1.33,83.41,https://www.klsescreener.com/v2/stocks/view/0284/glostrext-berhad
TM,4863,"Telecommunications Service ProvidersTelecommunications & Media, Main Market",7.310,-0.01,-0.1%,6.190-8.300,"30,645",44.64,31,2.759,16.38,4.24,16.18,2.65,28053.87,https://www.klsescreener.com/v2/stocks/view/4863/telekom-malaysia-berhad
REACHTEN,5332,"Telecommunications Service ProvidersTelecommunications & Media, Main Market",0.430,0,0%,0.410-0.605,"3,585",3.55,2,0.22,12.10,4.65,16.15,1.95,430.00,https://www.klsescreener.com/v2/stocks/view/5332/reach-ten-holdings-berhad
LSH,0351,"ConstructionConstruction, Ace Market",1.800,0.05,2.9%,0.740-2.560,"10,485",12.92,3.89,0.8,13.93,2.16,16.15,2.25,1509.05,https://www.klsescreener.com/v2/stocks/view/0351/lim-seong-hai-capital-berhad
NORTHERN,0340,"Renewable EnergyEnergy, Ace Market",0.600,-0.04,-6.2%,0.445-0.810,"3,503",3.22,0,0.2,18.65,0.00,16.08,3.00,237.36,https://www.klsescreener.com/v2/stocks/view/0340/northern-solar-holdings-berhad
SNS,0259,"Technology EquipmentTechnology, Main Market",0.425,-0.01,-2.3%,0.350-0.775,"50,412",3.04,0.87,0.19,13.99,2.05,15.99,2.24,712.20,https://www.klsescreener.com/v2/stocks/view/0259/sns-network-technology-berhad
SEMICO,0388,"Consumer ServicesConsumer Products & Services, Ace Market",0.515,0,0%,0.290-0.520,"42,794",1.73,0.5,0.054,29.83,0.97,15.96,9.52,185.40,https://www.klsescreener.com/v2/stocks/view/0388/semico-capital-berhad
SCGBHD,0225,"Industrial Materials, Components & EquipmentIndustrial Products & Services, Main Market",1.900,-0.03,-1.6%,0.875-2.520,"41,552",11.63,1.6,0.73,16.34,0.84,15.92,2.60,2148.23,https://www.klsescreener.com/v2/stocks/view/0225/southern-cable-group-berhad
INTA,0192,"ConstructionConstruction, Main Market",0.385,-0.005,-1.3%,0.345-0.515,"5,006",6.46,2.5,0.41,5.96,6.49,15.75,0.94,240.16,https://www.klsescreener.com/v2/stocks/view/0192/inta-bina-group-berhad
CME,7018,"Industrial ServicesIndustrial Products & Services, Main Market",0.015,0.005,50%,0.005-0.015,249,0.74,0,0.047,2.03,0.00,15.71,0.32,18.14,https://www.klsescreener.com/v2/stocks/view/7018/cme-group-berhad
HEGROUP,0296,"Industrial ServicesIndustrial Products & Services, Main Market",0.295,-0.005,-1.7%,0.200-0.460,"5,831",2.51,1,0.16,11.77,3.39,15.66,1.84,129.80,https://www.klsescreener.com/v2/stocks/view/0296/he-group-berhad
LWSABAH,5328,"Food & BeveragesConsumer Products & Services, Main Market",1.130,-0.05,-4.2%,0.745-1.690,"36,228",7.12,1.59,0.46,15.87,1.41,15.48,2.46,534.69,https://www.klsescreener.com/v2/stocks/view/5328/life-water-berhad
WASCO,5142,"Energy, Infrastructure, Equipment & ServicesEnergy, Main Market",1.040,0.045,4.5%,0.780-1.090,"31,344",20.72,7,1.34,5.02,6.73,15.46,0.78,805.88,https://www.klsescreener.com/v2/stocks/view/5142/wasco-berhad
MERCURY,8192,"ConstructionConstruction, Main Market",0.650,0,0%,0.580-0.965,0,11.73,0,0.76,5.54,0.00,15.44,0.86,45.97,https://www.klsescreener.com/v2/stocks/view/8192/mercury-industries-berhad
VLB,0273,"ConstructionConstruction, Ace Market",0.550,0.03,5.8%,0.400-0.535,"40,295",3.71,0,0.24,14.82,0.00,15.44,2.29,519.37,https://www.klsescreener.com/v2/stocks/view/0273/vestland-berhad
CRPMATE,0331,"ChemicalsIndustrial Products & Services, Ace Market",0.190,0,0%,0.155-0.200,"14,403",1.99,0.5,0.13,9.57,2.63,15.27,1.46,140.22,https://www.klsescreener.com/v2/stocks/view/0331/cropmate-berhad
ALLIANZ,1163,"InsuranceFinancial Services, Main Market",20.780,0.08,0.4%,16.500-23.300,872,519.61,89.5,34.12,4.00,4.31,15.23,0.61,3828.91,https://www.klsescreener.com/v2/stocks/view/1163/allianz-malaysia-berhad
LPI,8621,"InsuranceFinancial Services, Main Market",14.360,-0.06,-0.4%,13.260-15.720,422,92.32,80,6.164,15.55,5.57,14.98,2.33,5720.78,https://www.klsescreener.com/v2/stocks/view/8621/lpi-capital-bhd
KOTRA,0002,"PharmaceuticalsHealth Care, Main Market",4.080,0.03,0.7%,3.850-4.490,154,28.30,25.5,1.89,14.42,6.25,14.97,2.16,605.12,https://www.klsescreener.com/v2/stocks/view/0002/kotra-industries-berhad
POHKONG,5080,"RetailersConsumer Products & Services, Main Market",1.100,-0.02,-1.8%,0.930-1.320,"3,026",38.37,3,2.58,2.87,2.73,14.87,0.43,451.39,https://www.klsescreener.com/v2/stocks/view/5080/poh-kong-holdings-berhad
EG,8907,"Industrial Materials, Components & EquipmentIndustrial Products & Services, Main Market",1.050,0,0%,0.830-1.530,"43,218",10.38,0.5,0.7,10.11,0.48,14.83,1.50,982.38,https://www.klsescreener.com/v2/stocks/view/8907/eg-industries-berhad
PEKAT,0233,"Renewable EnergyEnergy, Ace Market",1.320,-0.05,-3.6%,1.050-1.900,"2,466",6.37,1,0.43,20.71,0.76,14.82,3.07,932.78,https://www.klsescreener.com/v2/stocks/view/0233/pekat-group-berhad
FAREAST,5029,"PlantationPlantation, Main Market",4.020,0,0%,3.350-4.500,0,40.31,21,2.72,9.97,5.22,14.82,1.48,2387.23,https://www.klsescreener.com/v2/stocks/view/5029/far-east-holdings-bhd
AGX,0299,"Transportation & Logistics ServicesTransportation & Logistics, Ace Market",0.500,0,0%,0.405-0.625,0,3.40,0,0.23,14.72,0.00,14.77,2.17,216.43,https://www.klsescreener.com/v2/stocks/view/0299/agx-group-berhad
ACME,7131,"PropertyProperty, Main Market",0.100,0,0%,0.090-0.145,84,5.59,0,0.38,1.79,0.00,14.72,0.26,36.75,https://www.klsescreener.com/v2/stocks/view/7131/acme-holdings-berhad
APOLLO,6432,"Food & BeveragesConsumer Products & Services, Main Market",5.630,0.07,1.3%,5.480-6.730,32,42.58,50,2.92,13.22,8.88,14.58,1.93,450.40,https://www.klsescreener.com/v2/stocks/view/6432/apollo-food-holdings-bhd
ICTZONE,0358,"Technology EquipmentTechnology, Ace Market",0.185,-0.005,-2.6%,0.160-0.215,"5,930",2.02,0.15,0.14,9.14,0.81,14.46,1.32,147.16,https://www.klsescreener.com/v2/stocks/view/0358/ict-zone-asia-berhad
DELEUM,5132,"Energy, Infrastructure, Equipment & ServicesEnergy, Main Market",1.240,0.04,3.3%,1.150-1.690,"9,142",17.70,9.3,1.24,7.00,7.50,14.28,1.00,497.93,https://www.klsescreener.com/v2/stocks/view/5132/deleum-berhad
FRONTKN,0128,"SemiconductorsTechnology, Main Market",3.820,-0.01,-0.3%,2.630-4.830,"6,925",9.27,3.7,0.65,41.19,0.97,14.27,5.88,6352.51,https://www.klsescreener.com/v2/stocks/view/0128/frontken-corporation-berhad
MBMR,5983,"AutomotiveConsumer Products & Services, Main Market",4.880,-0.02,-0.4%,4.380-5.860,"2,842",86.74,54,6.08,5.63,11.07,14.27,0.80,1907.53,https://www.klsescreener.com/v2/stocks/view/5983/mbm-resources-bhd
EMCC,0286,"Other FinancialsFinancial Services, Ace Market",0.325,0,0%,0.265-0.435,"3,773",3.28,0.65,0.23,9.92,2.00,14.24,1.41,364.20,https://www.klsescreener.com/v2/stocks/view/0286/evergreen-max-cash-capital-berhad
TAS,5149,"Transportation EquipmentTransportation & Logistics, Main Market",0.450,-0.025,-5.3%,0.400-0.680,711,10.38,2,0.732,4.34,4.44,14.17,0.61,81.00,https://www.klsescreener.com/v2/stocks/view/5149/tas-offshore-berhad
SALIRAN,0346,"Industrial ServicesIndustrial Products & Services, Ace Market",0.220,-0.005,-2.2%,0.175-0.250,"1,431",2.68,0,0.19,8.22,0.00,14.09,1.16,84.24,https://www.klsescreener.com/v2/stocks/view/0346/saliran-group-berhad
KHEESAN,6203,"Food & BeveragesConsumer Products & Services, Main Market",0.125,-0.005,-3.8%,0.080-0.202,"16,043",5.89,0,0.419,2.12,0.00,14.07,0.30,139.89,https://www.klsescreener.com/v2/stocks/view/6203/khee-san-berhad
NADIBHD,0206,"ConstructionConstruction, Ace Market",0.400,0.005,1.3%,0.265-0.460,"1,014",9.80,2,0.7,4.08,5.00,14.00,0.57,301.20,https://www.klsescreener.com/v2/stocks/view/0206/gagasan-nadi-cergas-berhad
DKSH,5908,"Consumer ServicesConsumer Products & Services, Main Market",5.830,0,0%,4.480-6.000,500,98.63,19,7.063,5.91,3.26,13.97,0.83,919.15,https://www.klsescreener.com/v2/stocks/view/5908/dksh-holdings-m-bhd
MNRB,6459,"InsuranceFinancial Services, Main Market",2.320,-0.03,-1.3%,1.660-2.920,"6,902",67.05,10,4.83,3.46,4.31,13.88,0.48,1816.76,https://www.klsescreener.com/v2/stocks/view/6459/mnrb-holdings-berhad
KJTS,0293,"Industrial ServicesIndustrial Products & Services, Ace Market",0.875,0.11,14.4%,0.660-1.810,"57,495",2.64,0.4,0.19,33.20,0.46,13.87,4.61,604.28,https://www.klsescreener.com/v2/stocks/view/0293/kjts-group-berhad
KEEMING,0392,"Industrial ServicesIndustrial Products & Services, Ace Market",0.790,0.01,1.3%,0.600-0.890,"20,299",6.65,0,0.12,11.87,0.00,13.86,6.58,256.75,https://www.klsescreener.com/v2/stocks/view/0392/kee-ming-group-berhad
MTEC,0295,"Industrial Materials, Components & EquipmentIndustrial Products & Services, Ace Market",1.080,0,0%,0.980-1.200,460,2.78,1.68,0.201,38.90,1.56,13.83,5.38,1101.60,https://www.klsescreener.com/v2/stocks/view/0295/master-tec-group-berhad
RGB,0037,"Travel, Leisure & HospitalityConsumer Products & Services, Main Market",0.215,0.005,2.4%,0.195-0.395,"7,110",2.35,4,0.17,9.16,18.60,13.81,1.26,332.87,https://www.klsescreener.com/v2/stocks/view/0037/rgb-international-bhd
AURORA,03037,"Personal GoodsConsumer Products & Services, Leap Market",0.220,0,0%,0.220-0.220,0,1.49,0.16,0.108,14.77,0.73,13.79,2.04,137.73,https://www.klsescreener.com/v2/stocks/view/03037/aurora-italia-international-berhad
OIB,5827,"PropertyProperty, Main Market",1.220,-0.01,-0.8%,1.160-1.500,484,21.77,6,1.58,5.60,4.92,13.78,0.77,740.24,https://www.klsescreener.com/v2/stocks/view/5827/oriental-interest-berhad
TECHSTORE,0343,"SoftwareTechnology, Ace Market",0.240,0.01,4.3%,0.165-0.345,"1,684",1.97,0,0.143,12.18,0.00,13.78,1.68,120.00,https://www.klsescreener.com/v2/stocks/view/0343/techstore-berhad
KITACON,5310,"ConstructionConstruction, Main Market",0.700,-0.01,-1.4%,0.675-0.755,600,10.29,3,0.75,6.80,4.29,13.72,0.93,350.24,https://www.klsescreener.com/v2/stocks/view/5310/kumpulan-kitacon-berhad
SDG,5285,"PlantationPlantation, Main Market",5.850,0.05,0.9%,4.420-6.000,"198,228",36.19,18.1,2.64,16.16,3.09,13.71,2.22,40456.93,https://www.klsescreener.com/v2/stocks/view/5285/sd-guthrie-berhad
SPRITZER,7103,"Food & BeveragesConsumer Products & Services, Main Market",2.500,-0.03,-1.2%,1.380-3.120,"5,764",14.15,4,1.033,17.66,1.60,13.70,2.42,1602.99,https://www.klsescreener.com/v2/stocks/view/7103/spritzer-bhd
OPENSYS,0040,"SoftwareTechnology, Main Market",0.300,0,0%,0.290-0.350,881,2.98,1.8,0.22,10.07,6.00,13.54,1.36,134.05,https://www.klsescreener.com/v2/stocks/view/0040/opensys-m-berhad
FPHB,0304,"Consumer ServicesConsumer Products & Services, Ace Market",0.365,0,0%,0.335-0.515,573,2.03,0,0.15,17.97,0.00,13.54,2.43,164.70,https://www.klsescreener.com/v2/stocks/view/0304/farm-price-holdings-berhad
AVANGAAD,5259,"Transportation & Logistics ServicesTransportation & Logistics, Main Market",0.305,0,0%,0.270-0.335,"174,573",3.37,0,0.25,9.05,0.00,13.49,1.22,404.51,https://www.klsescreener.com/v2/stocks/view/5259/avangaad-berhad
LAGENDA,7179,"PropertyProperty, Main Market",1.380,0.01,0.7%,1.120-1.560,"8,788",21.44,6.5,1.59,6.44,4.71,13.48,0.87,1155.51,https://www.klsescreener.com/v2/stocks/view/7179/lagenda-properties-berhad
MAGNI,7087,"Personal GoodsConsumer Products & Services, Main Market",1.920,0.01,0.5%,1.850-2.390,"1,697",29.24,34.8,2.17,6.57,18.13,13.47,0.88,833.19,https://www.klsescreener.com/v2/stocks/view/7087/magni-tech-industries-bhd
INFOM,0265,"Technology EquipmentTechnology, Ace Market",1.100,0,0%,0.685-1.550,"2,942",3.56,1.35,0.266,30.93,1.23,13.38,4.14,661.38,https://www.klsescreener.com/v2/stocks/view/0265/infomina-berhad
ABLEGLOB,7167,"Food & BeveragesConsumer Products & Services, Main Market",1.500,-0.05,-3.2%,1.260-1.700,"2,320",22.96,7.75,1.72,6.53,5.17,13.35,0.87,465.71,https://www.klsescreener.com/v2/stocks/view/7167/able-global-berhad
TIMECOM,5031,"Telecommunications Service ProvidersTelecommunications & Media, Main Market",5.960,-0.07,-1.2%,4.630-6.310,"12,916",23.16,48.69,1.74,25.74,8.17,13.31,3.43,11018.96,https://www.klsescreener.com/v2/stocks/view/5031/time-dotcom-berhad
KPJ,5878,"Health Care ProvidersHealth Care, Main Market",3.460,0.05,1.5%,2.340-3.530,"104,122",8.08,4.23,0.61,42.80,1.22,13.25,5.67,15662.06,https://www.klsescreener.com/v2/stocks/view/5878/kpj-healthcare-berhad
MHC,5026,"PlantationPlantation, Main Market",1.490,0,0%,0.945-1.840,"2,295",24.81,25,1.88,6.01,16.78,13.20,0.79,292.85,https://www.klsescreener.com/v2/stocks/view/5026/mhc-plantations-bhd
SCIENTX,4731,"Packaging MaterialsIndustrial Products & Services, Main Market",3.430,-0.09,-2.6%,3.060-4.000,"2,159",35.74,12,2.76,9.60,3.50,12.95,1.24,5338.03,https://www.klsescreener.com/v2/stocks/view/4731/scientex-berhad
THMY,0375,"Technology EquipmentTechnology, Ace Market",1.000,-0.02,-2%,0.735-1.200,"1,454",1.36,0,0.079,73.32,0.00,12.95,12.66,888.00,https://www.klsescreener.com/v2/stocks/view/0375/thmy-holdings-berhad
RAMSSOL,0236,"SoftwareTechnology, Ace Market",0.840,0,0%,0.735-1.090,"86,071",4.78,0.28,0.37,17.56,0.33,12.93,2.27,339.49,https://www.klsescreener.com/v2/stocks/view/0236/ramssol-group-berhad
GUH,3247,"Industrial Materials, Components & EquipmentIndustrial Products & Services, Main Market",0.280,-0.015,-5.1%,0.255-0.350,76,23.46,0,1.82,1.19,0.00,12.89,0.15,79.30,https://www.klsescreener.com/v2/stocks/view/3247/guh-holdings-bhd
RCECAP,9296,"Other FinancialsFinancial Services, Main Market",1.110,-0.03,-2.6%,1.020-1.350,"3,198",7.31,6.5,0.57,15.18,5.86,12.83,1.95,1647.76,https://www.klsescreener.com/v2/stocks/view/9296/rce-capital-berhad
AEONCR,5139,"Other FinancialsFinancial Services, Main Market",5.380,-0.01,-0.2%,4.850-6.290,738,72.96,28.75,5.69,7.37,5.34,12.82,0.95,2747.11,https://www.klsescreener.com/v2/stocks/view/5139/aeon-credit-service-m-berhad
CETECH,03024,"Industrial ServicesIndustrial Products & Services, Leap Market",0.790,0,0%,0.750-0.790,0,4.47,0.4,0.35,17.69,0.51,12.76,2.26,273.43,https://www.klsescreener.com/v2/stocks/view/03024/ce-technology-berhad
MMM,0159,"MediaTelecommunications & Media, Main Market",0.015,0,0%,0.005-0.090,0,0.61,0,0.048,2.47,0.00,12.75,0.32,4.67,https://www.klsescreener.com/v2/stocks/view/0159/mmm-group-berhad
IBRACO,5084,"PropertyProperty, Main Market",1.060,-0.04,-3.6%,0.850-1.400,1,13.24,4,1.039,8.01,3.77,12.74,1.02,578.81,https://www.klsescreener.com/v2/stocks/view/5084/ibraco-bhd
SWKPLNT,5135,"PlantationPlantation, Main Market",3.540,0.02,0.6%,2.180-3.740,"3,876",37.79,25,2.97,9.37,7.06,12.72,1.19,991.20,https://www.klsescreener.com/v2/stocks/view/5135/sarawak-plantation-berhad
ALRICH,0079,"SoftwareTechnology, Ace Market",0.050,0,0%,0.040-0.100,"1,300",0.30,0,0.024,16.79,0.00,12.66,2.13,17.20,https://www.klsescreener.com/v2/stocks/view/0079/aldrich-resources-berhad
KINERGY,0193,"Renewable EnergyEnergy, Main Market",0.385,-0.005,-1.3%,0.305-0.420,"148,668",1.39,0,0.11,27.77,0.00,12.60,3.50,841.25,https://www.klsescreener.com/v2/stocks/view/0193/kinergy-advancement-berhad
EDARAN,5036,"Technology EquipmentTechnology, Main Market",1.060,0,0%,1.030-1.740,200,7.36,4.75,0.584,14.41,4.48,12.60,1.82,63.60,https://www.klsescreener.com/v2/stocks/view/5036/edaran-bhd
YXPM,0250,"Personal GoodsConsumer Products & Services, Main Market",0.215,0.015,7.5%,0.195-0.265,592,4.16,0.6,0.33,5.17,2.79,12.59,0.65,80.01,https://www.klsescreener.com/v2/stocks/view/0250/yx-precious-metals-bhd
SAMAIDEN,0223,"Renewable EnergyEnergy, Main Market",1.020,-0.02,-1.9%,0.895-1.620,"6,724",5.42,1.4,0.432,18.81,1.37,12.56,2.36,514.79,https://www.klsescreener.com/v2/stocks/view/0223/samaiden-group-berhad
LFECORP,7170,"Industrial EngineeringIndustrial Products & Services, Main Market",0.165,0,0%,0.160-0.225,"2,310",1.50,0,0.12,10.97,0.00,12.54,1.38,192.07,https://www.klsescreener.com/v2/stocks/view/7170/lfe-corporation-bhd
ATECH,5302,"Industrial Materials, Components & EquipmentIndustrial Products & Services, Main Market",0.625,0,0%,0.620-1.197,"3,746",5.01,7.4,0.4,12.48,11.84,12.52,1.56,812.92,https://www.klsescreener.com/v2/stocks/view/5302/aurelius-technologies-berhad
BENTLEY,03068,"RetailersConsumer Products & Services, Leap Market",0.180,0,0%,0.150-0.180,3,4.00,0,0.08,4.50,0.00,12.50,2.25,45.00,https://www.klsescreener.com/v2/stocks/view/03068/bentley-music-group-berhad
TMK,5330,"ChemicalsIndustrial Products & Services, Main Market",1.370,0,0%,0.995-1.540,"21,733",9.75,2.1,0.78,14.05,1.53,12.50,1.76,1370.00,https://www.klsescreener.com/v2/stocks/view/5330/tmk-chemical-bhd
KIPREIT,5280,"Real Estate Investment TrustsReal Estate Investment Trusts, Main Market",0.855,0.005,0.6%,0.820-0.960,"26,126",13.33,6.79,1.069,6.41,7.94,12.47,0.80,819.63,https://www.klsescreener.com/v2/stocks/view/5280/kip-real-estate-investment-trust
EPB,0317,"Industrial ServicesIndustrial Products & Services, Ace Market",0.345,-0.005,-1.4%,0.260-0.555,688,3.69,1,0.297,9.34,2.90,12.43,1.16,128.34,https://www.klsescreener.com/v2/stocks/view/0317/epb-group-berhad
SJC,9431,"MediaTelecommunications & Media, Main Market",0.515,0,0%,0.250-0.570,"49,521",5.32,1,0.43,9.67,1.94,12.38,1.20,109.98,https://www.klsescreener.com/v2/stocks/view/9431/seni-jaya-corporation-berhad
IOICORP,1961,"PlantationPlantation, Main Market",4.110,0,0%,3.420-4.180,"65,295",25.40,10.5,2.06,16.18,2.55,12.33,2.00,25832.17,https://www.klsescreener.com/v2/stocks/view/1961/ioi-corporation-berhad
BAUTO,5248,"AutomotiveConsumer Products & Services, Main Market",0.880,0.015,1.7%,0.500-1.180,"37,070",6.77,16.75,0.554,13.01,19.03,12.22,1.59,1031.52,https://www.klsescreener.com/v2/stocks/view/5248/bermaz-auto-berhad
PETGAS,6033,"Gas, Water & Multi-UtilitiesUtilities, Main Market",17.620,-0.18,-1%,15.200-19.300,"5,890",87.28,72,7.184,20.19,4.09,12.15,2.45,34865.26,https://www.klsescreener.com/v2/stocks/view/6033/petronas-gas-berhad
YINSON,7293,"Energy, Infrastructure, Equipment & ServicesEnergy, Main Market",2.300,-0.05,-2.1%,1.730-2.530,"59,094",21.22,5,1.75,10.84,2.17,12.13,1.31,7401.24,https://www.klsescreener.com/v2/stocks/view/7293/yinson-holdings-berhad
OHM,0357,"RetailersConsumer Products & Services, Ace Market",0.320,0,0%,0.240-0.345,"1,401",1.57,0.4,0.13,20.39,1.25,12.07,2.46,160.00,https://www.klsescreener.com/v2/stocks/view/0357/oasis-home-holding-berhad
COLFORM,0341,"MetalsIndustrial Products & Services, Ace Market",0.255,-0.025,-8.9%,0.220-0.360,"1,871",2.89,1.3,0.24,8.83,5.10,12.04,1.06,153.00,https://www.klsescreener.com/v2/stocks/view/0341/colform-group-berhad
LTKM,7085,"Agricultural ProductsConsumer Products & Services, Main Market",1.250,0,0%,1.090-1.730,0,30.86,6,2.57,4.05,4.80,12.01,0.49,178.89,https://www.klsescreener.com/v2/stocks/view/7085/ltkm-berhad
PBBANK,1295,"BankingFinancial Services, Main Market",4.820,-0.11,-2.2%,4.030-5.180,"109,916",37.22,22.5,3.103,12.95,4.67,11.99,1.55,93559.54,https://www.klsescreener.com/v2/stocks/view/1295/public-bank-berhad
HARBOUR,2062,"Transportation & Logistics ServicesTransportation & Logistics, Main Market",1.360,0.03,2.3%,1.180-1.650,645,27.96,7,2.34,4.86,5.15,11.95,0.58,544.54,https://www.klsescreener.com/v2/stocks/view/2062/harbour-link-group-berhad
SCOPE,0028,"Industrial Materials, Components & EquipmentIndustrial Products & Services, Ace Market",0.075,0,0%,0.065-0.135,"3,906",1.66,2,0.14,4.51,26.67,11.88,0.54,86.63,https://www.klsescreener.com/v2/stocks/view/0028/scope-industries-bhd
